Water Temperature,pH Levels,Dissolved Oxygen,Ammonia Concentration,Nitrite Concentration,Nitrate Concentration,Total Suspended Solids,Feed Rate,Fish Stocking Density,Water Flow Rate,Biofilter Surface Area,Water Exchange Rate,Carbon Dioxide,Alkalinity,Salinity,Phosphorus Concentration,Lighting Intensity,Water Hardness,Microbial Activity,Fish Species Factor,Water Quality Index,Ammonia and Nitrite Levels,pH Stability,Algal Bloom Risk,Dissolved Oxygen Fluctuations
20.526730230093836,7.395469425300487,4.455484855278936,0.5921661818501218,0.7077918636316851,23.105386362935743,25.230431944575038,444.0282247747018,33.25017156629893,150.30543489169008,17.776998466009758,2.0397736854291066,5.389812694749063,97.39469840528426,32.83315069987659,0.961774321255851,3873.350180126728,160.83153438745393,0.42223630776483656,1,3.0644032100822014,1.299958045481807,15.24218362227112,1162.4884553241975,-21.07094354008605
19.880464071664026,7.972371815982803,5.408596314892301,0.2445539866411266,0.9055842530036613,37.35731398995916,22.92265271433336,309.4742575623871,16.276730530034506,141.25085880227414,41.10292144109235,2.9161272895051678,15.048659913571122,99.90881957560123,31.422953287767335,0.9660446304444272,19996.35228677974,96.94040945112386,0.33427118739300454,0,3.500824586917679,1.150138239644788,6.225368355591859,5999.368710180487,-11.692789616230506
15.30700066295926,7.5679529009808935,7.760424305334396,1.1930527838056202,0.33401962545208297,40.73180832367157,96.56737292983058,90.99656473509648,26.59341589789525,325.0920480426863,6.910797527380094,1.6158979006814023,16.616088932527678,106.84746325190906,27.00341389194144,0.07814564188648715,2167.221569417646,294.5081333869073,0.3165034867455857,1,4.069181272685367,1.5270724092577033,6.0653340058143,650.3124124570844,0.5512544787900469
21.765727711750365,7.387369222791637,7.0756998258462085,1.061007407140064,0.17146670718315982,6.39359349316142,91.82093876389288,214.4336536898378,27.322734992526325,210.65913956293127,38.34719885774018,5.182387813920538,17.344480935766903,125.99412859254221,2.5502028743952136,1.2806033999814819,9130.016823919206,157.6596563057783,0.8426872678398774,1,3.850605651135973,1.2324741143232236,6.868230779257802,2739.565813476122,-6.378256357898314
16.59300932322441,7.713272308861063,7.464499182253048,0.09175445695243556,0.5513521157708511,8.61742999929639,48.516680893518924,222.31096788641756,32.118358614015904,154.4751181408272,30.309196466662502,2.828189852891033,7.509765040309621,91.49423992791131,6.50697097275587,0.06611522726465842,8292.986083517786,226.71794424459392,0.7366900129913923,0,4.109702804340798,0.6431065727232866,10.751676396999837,2488.0006371655686,-6.862885073469421
26.418262908447176,6.933076376300727,7.021729870630389,0.7558171300285668,0.6799996121947343,17.30559009335963,23.715689619476343,184.9015008426742,35.174911424851985,456.21903109260677,47.321299441743506,0.6625338027894891,8.386578970925338,160.55574531912362,7.400697836599858,1.5951640028627823,8491.427730535523,82.03391529719377,0.16874356995422846,0,3.7288498326502784,1.435816742223301,17.104820171059178,2548.246832220673,-5.740836313988521
17.20626179814568,7.037271210803417,5.862793652468005,0.48482973769569004,0.6854830585218138,15.323478530318734,84.2120508452307,261.7353208531284,14.430466635631733,94.89227110064301,38.62083105069054,4.1727502934222045,11.126758140666013,101.9425898488966,10.613390201525732,1.9766555383883795,6781.390155464944,176.31484040908822,0.7535576423671732,1,3.424830611752202,1.170312796217504,8.406417334822661,2035.2657050817936,-8.66701905375159
24.44429421183789,7.327276706839625,4.902688282850598,1.5723712164600165,0.9344644269266216,38.80397955597337,88.95725499546268,392.1860562800863,37.57219456630422,478.15576241905734,36.612881809837056,0.6551558912212441,8.310776843253246,183.07366359405182,29.10470715984116,1.5551336437205407,3105.312754157575,53.21285406324548,0.6255220833380999,1,3.112100902205465,2.506835643386638,19.662555195564618,932.3971315140864,-18.463833987784138
18.450341854577808,7.193492803078065,8.645075561501299,1.7375995066999426,0.32587192823420574,35.78281822866123,38.06143796533148,295.32412923148615,39.308067576467955,418.28348949143475,20.820536065348623,2.0934296079031416,19.46004531837406,166.959679445293,24.08966235656932,1.1382483145321567,17231.377061293773,143.98276190758648,0.9781068187224702,1,4.2392352790269605,2.063471434934148,8.160279063280253,5169.965397454242,-10.051937657719805
29.76751347502811,8.303694440693471,4.119870158931797,0.5360854147802856,0.13262828456342746,13.898879694365906,16.82234156571285,457.4082720143451,25.032595327567332,63.82778948090721,19.410350391557238,4.808862495981678,17.56278789560779,299.24736907298353,33.78367095111037,1.4686023531111922,7853.872472865866,298.0321073229232,0.6753273881306522,1,3.1974975665489707,0.668713699343713,16.120820361460336,2356.8008280241797,-21.253802974542193
18.501776435796216,6.8402082089207825,4.188277155012793,1.3168351558239755,0.5202499019526459,13.90128884830556,17.730822992605365,143.0221877386416,12.179094948466908,95.83771776378573,21.953869166416172,0.6329440109908289,16.679254538755764,299.0509779187847,10.684579439210417,0.4288226920280684,12693.834237087258,271.528321443213,0.26514930087452593,0,2.8364373917705192,1.8370850577766213,16.91536129327269,3808.5055174633358,-4.180741726765978
19.98773522554997,8.209149933804364,6.83533900671566,0.49208669226746227,0.6931639965884895,33.81205122359213,92.36513153208793,119.52547125579032,48.79524886505242,427.9915399705261,38.60633872770256,6.266293415922937,17.05643375769204,228.35758297235313,29.79462554713528,0.06438275851962606,2531.49007542353,144.88904553925553,0.2950533243686845,1,3.9496448751715514,1.1852506888559518,12.646881772823651,759.5140622548099,-4.0204594425790985
21.754556851901427,7.686896523292631,5.756473111413306,1.0225254241555095,0.2586983160490053,23.566464824806644,48.28500319581632,309.63283437758525,49.40996691224653,342.4703375734138,23.804769298489123,8.970831705253918,15.418753943677297,95.72809541344397,0.24047964168467384,0.5296255034596075,7592.651021862444,250.54696498292395,0.1370822960420749,1,3.5091288255920143,1.2812237402045148,5.830411719539042,2278.0372445209846,-14.666165298690611
16.069775496275593,8.023186060264932,5.368517790976221,1.3988135396799273,0.4675465145659212,39.063936660286444,27.85375175957605,307.8208640724987,23.402815683332573,409.93927927505626,17.695985784934393,1.4730180120206515,11.506561221179926,296.606649696162,7.567556095659075,1.522657513908013,6950.410669359071,260.4179750334606,0.3757806199991215,0,3.4250879019887566,1.8663600542458485,23.71608345816571,2085.8535730793483,-12.362806980981972
23.366844186514633,7.502847794258285,5.516150510414677,0.25834224571999553,0.39570721789436747,46.32013650127617,14.154157220825937,249.2933266330576,17.94299594020724,273.8607519906277,11.526147525720052,6.548807563753285,15.692224891382875,233.24926923202852,22.814909721212416,0.30275850002598853,10032.267384626255,102.70733238684343,0.8122158871926318,0,3.468160047677101,0.654049463614363,13.973527840044868,3009.841060163921,-8.742815415258928
19.345589852550276,7.675013540721139,8.581206893815342,0.9064472373807653,0.9671061787143537,4.987706911846762,19.905822841898125,152.38318020540197,25.051796996988124,406.1417689111071,10.567240795835126,9.486676790011417,9.690977087696915,83.34049716139894,14.298451864365852,0.23613618373638,13918.393908378734,292.19438785482356,0.8191353625743103,1,4.321536250438566,1.873553416095119,7.795405085780838,4175.641234715378,-1.5431318161535703
